user_id,예금가입상품수,적금가입상품수,주거래은행,investment_style,annual_income,savings_goal,age,gender
2328,1,1,9,1,1,0,26,1
2329,6,2,14,1,5,5,48,0
2330,6,3,9,0,3,1,36,0
2331,2,4,3,1,1,0,36,1
2332,5,1,8,1,3,3,39,0
2333,6,6,3,1,3,3,54,1
2334,3,1,11,0,4,1,45,1
2335,2,6,1,1,4,0,22,0
2336,1,4,6,0,1,1,48,0
2337,3,1,13,0,3,1,23,1
2338,5,3,1,1,5,4,23,1
2339,5,4,4,0,4,2,39,1
2340,2,5,0,2,3,0,33,1
2341,5,4,0,2,1,4,20,0
2342,5,4,4,2,5,3,27,1
2343,4,4,4,1,3,2,49,1
2344,3,3,3,0,3,2,34,1
2345,4,1,3,1,0,3,39,1
2346,1,5,9,2,0,5,34,1
2347,2,6,2,0,1,4,50,0
2348,2,6,3,1,2,4,38,1
2349,1,6,2,1,1,5,25,0
2350,2,3,13,0,1,1,19,1
2351,1,3,14,1,3,5,40,1
2352,6,6,0,2,1,4,53,1
2353,4,2,12,1,5,3,35,1
2354,3,3,12,1,5,4,44,0
2355,3,3,2,2,5,1,53,1
2356,5,6,2,1,3,0,51,1
2357,1,3,2,1,2,3,33,0
2358,4,1,7,1,1,5,21,0
2359,6,3,2,0,1,3,34,0
2360,5,1,4,2,3,4,49,0
2361,5,2,12,0,4,3,42,0
2362,3,5,9,1,2,2,34,1
2363,2,3,14,1,2,2,46,1
2364,5,5,9,2,2,3,46,0
2365,4,2,9,1,2,1,35,1
2366,3,6,13,1,1,0,47,0
2367,4,2,1,0,5,5,54,1
2368,5,2,0,2,3,3,26,0
2369,3,6,16,2,2,2,49,0
2370,3,3,14,1,1,0,44,1
2371,4,4,6,0,5,2,48,1
2372,4,5,11,2,1,0,54,1
2373,2,5,2,1,3,5,29,1
2374,4,3,13,0,2,4,35,1
2375,2,4,8,2,4,5,50,0
2376,3,5,10,0,2,0,49,0
2377,3,1,2,2,4,1,37,1
2378,5,2,4,1,0,3,26,0
2379,1,4,6,1,0,5,30,1
2380,2,5,1,2,0,3,28,0
2381,5,3,10,0,2,3,36,1
2382,3,3,14,1,3,3,37,1
2383,2,5,2,2,3,0,31,1
2384,4,4,16,0,4,1,47,0
2385,2,4,2,1,1,1,29,1
2386,4,2,8,0,5,5,49,0
2387,6,3,12,2,0,3,26,1
2388,4,6,6,1,3,3,23,1
2389,5,5,2,1,1,4,48,1
2390,3,5,3,1,3,2,44,0
2391,4,2,2,2,0,4,33,1
2392,4,4,1,0,3,2,43,1
2393,1,1,3,2,3,0,27,1
2394,3,6,3,1,0,5,31,1
2395,3,6,13,2,1,1,43,0
2396,2,1,4,0,5,5,40,0
2397,4,5,9,2,1,0,39,1
2398,5,6,3,2,0,0,45,0
2399,5,1,8,2,3,3,25,0
2400,3,2,14,2,5,0,45,0
2401,1,3,15,1,0,2,47,1
2402,1,4,8,1,5,4,29,0
2403,2,6,1,2,4,1,28,0
2404,4,2,1,0,2,4,20,0
2405,3,3,2,1,2,5,41,0
2406,5,2,9,0,5,4,50,0
2407,1,3,3,0,5,2,48,1
2408,2,2,14,0,2,3,38,0
2409,2,6,3,0,2,0,49,1
2410,1,4,0,2,0,4,46,0
2411,1,4,12,0,2,4,33,1
2412,6,4,3,0,0,2,52,0
2413,6,3,0,0,3,1,25,1
2414,6,6,10,1,4,2,53,1
2415,4,3,9,2,0,4,29,0
2416,1,1,8,1,1,1,53,1
2417,3,5,10,0,3,3,49,1
2418,3,3,1,1,2,3,40,1
2419,5,4,16,0,5,3,31,1
2420,5,3,0,2,5,1,32,1
2421,3,6,7,2,5,1,39,1
2422,1,4,6,1,5,0,21,0
2423,4,3,2,0,2,2,46,1
2424,2,4,9,0,4,5,37,0
2425,6,4,8,0,5,0,54,0
2426,4,4,2,1,5,4,30,1
2427,1,1,14,1,3,0,54,1
2428,6,2,4,0,3,1,21,1
2429,4,1,16,0,0,1,24,0
2430,4,6,2,1,1,2,54,1
2431,2,4,17,2,5,1,46,1
2432,1,1,0,0,4,3,43,1
2433,1,5,1,2,5,1,47,1
2434,6,1,3,0,2,1,24,1
2435,1,6,1,1,5,5,49,0
2436,2,3,2,0,1,1,28,0
2437,2,2,9,1,0,2,39,0
2438,5,2,1,0,3,0,50,1
2439,6,4,6,2,0,1,54,1
2440,1,2,9,2,4,0,26,1
2441,6,4,5,2,3,5,19,1
2442,3,2,13,0,3,4,22,1
2443,6,4,8,0,2,4,43,1
2444,2,5,12,0,1,3,20,1
2445,4,4,2,2,0,3,40,1
2446,2,5,10,1,0,5,39,1
2447,4,3,1,1,2,3,47,0
2448,6,1,1,2,3,4,21,0
2449,4,2,11,0,4,2,26,1
2450,2,6,9,1,5,2,48,1
2451,6,6,9,0,1,0,49,0
2452,1,2,9,0,4,0,47,1
2453,1,2,0,1,1,0,37,0
2454,1,5,17,1,2,3,44,0
2455,4,1,9,0,5,2,46,1
2456,4,4,15,0,1,3,49,0
2457,4,3,1,2,5,5,49,0
2458,2,5,13,0,3,2,52,1
2459,1,1,11,1,5,2,22,1
2460,3,4,0,0,2,0,53,0
2461,4,2,3,2,1,3,21,1
2462,4,2,8,0,1,5,27,0
2463,3,1,11,2,4,3,51,1
2464,1,4,5,0,3,1,29,0
2465,3,1,2,0,3,4,26,1
2466,3,3,4,1,4,5,27,0
2467,6,1,9,2,2,1,38,1
2468,2,5,3,1,2,0,29,1
2469,5,4,1,0,2,4,39,1
2470,5,6,2,0,5,4,52,0
2471,6,1,9,0,5,0,41,1
2472,2,5,13,2,0,5,53,1
2473,6,1,9,0,5,3,24,1
2474,6,5,7,2,2,2,52,1
2475,4,2,10,1,2,0,19,1
2476,5,3,13,2,3,1,26,0
2477,6,2,11,2,1,1,43,0
2478,3,6,12,0,5,4,42,0
2479,1,5,14,2,0,5,39,0
2480,4,4,11,0,4,3,44,0
2481,2,1,7,0,3,0,51,1
2482,1,3,4,1,2,5,22,0
2483,4,1,11,0,3,2,29,1
2484,3,5,10,0,1,2,40,0
2485,2,3,0,2,5,5,37,1
2486,5,2,4,1,2,0,30,0
2487,2,1,9,1,4,3,45,0
2488,4,5,7,2,2,1,35,0
2489,2,6,16,1,1,4,54,1
2490,4,6,11,1,0,2,34,0
2491,6,3,3,1,4,0,43,0
2492,4,3,6,1,1,0,36,0
2493,1,2,3,2,2,2,45,1
2494,4,6,17,0,0,3,25,1
2495,2,1,2,2,0,0,44,1
2496,3,2,3,2,5,4,38,1
2497,5,5,2,1,2,4,48,0
2498,3,6,1,2,5,2,49,1
2499,2,3,8,0,5,5,19,0
2500,2,6,2,1,4,2,31,0
2501,5,2,3,2,3,4,20,0
2502,3,3,11,2,3,3,39,1
2503,1,3,8,1,4,2,37,1
2504,3,6,6,1,5,1,28,0
2505,3,4,6,1,5,3,30,0
2506,1,1,1,1,5,5,25,0
2507,5,3,8,0,0,3,35,0
2508,3,5,4,0,2,0,42,0
2509,4,3,15,1,2,5,41,1
2510,2,3,4,0,2,2,52,0
2511,4,3,4,2,3,1,22,0
2512,1,6,7,0,1,2,44,0
2513,5,6,2,0,5,4,47,1
2514,1,5,14,1,1,3,33,0
2515,5,1,6,2,0,5,37,1
2516,5,1,4,0,4,2,21,1
2517,2,3,1,2,3,2,50,1
2518,2,4,15,0,5,1,34,1
2519,2,6,1,0,4,4,36,0
2520,1,5,6,2,5,0,31,1
2521,2,3,5,1,3,0,21,0
2522,2,4,16,0,5,5,49,0
2523,3,3,2,1,2,1,32,1
2524,2,2,15,1,4,1,37,0
2525,6,1,9,0,0,3,24,0
2526,3,5,0,0,0,0,22,1
2527,4,2,11,2,3,4,27,1
2528,3,3,8,0,2,4,19,0
2529,4,5,4,1,3,4,35,0
2530,2,3,11,0,1,5,20,0
2531,4,3,6,1,3,2,52,0
2532,2,6,9,2,4,1,31,1
2533,1,5,9,2,5,5,29,1
2534,2,1,9,0,2,5,51,1
2535,3,1,12,1,5,2,50,1
2536,1,4,1,1,1,2,53,1
2537,5,1,15,2,2,4,52,1
2538,2,3,9,1,0,0,22,0
2539,5,1,2,1,4,1,25,1
2540,5,5,10,0,4,5,43,0
2541,3,2,12,0,4,1,37,1
2542,5,2,9,0,0,0,27,0
2543,4,6,17,1,3,0,30,0
2544,5,6,9,1,0,3,19,1
2545,4,5,8,1,3,4,48,1
2546,2,6,1,0,2,1,27,1
2547,4,6,1,1,1,3,36,0
2548,4,4,1,1,3,4,23,0
2549,2,1,3,1,0,5,31,1
2550,4,2,10,2,5,3,25,1
2551,3,4,7,1,3,2,48,1
2552,1,6,6,1,3,4,34,1
2553,2,4,3,2,0,4,30,0
2554,2,4,1,1,2,4,34,0
2555,1,3,4,1,2,0,25,0
2556,4,1,9,0,3,0,34,1
2557,1,6,15,2,3,5,44,0
2558,6,5,2,2,2,2,31,0
2559,4,6,2,0,1,0,48,1
2560,3,3,6,2,3,3,31,0
2561,4,5,8,1,1,5,43,0
2562,1,4,1,1,0,3,42,0
2563,5,3,6,1,1,3,32,0
2564,5,3,4,2,2,2,28,0
2565,1,3,4,1,0,0,37,0
2566,6,5,6,2,5,0,20,1
2567,1,4,4,1,5,2,43,1
2568,6,4,5,0,3,2,35,0
2569,1,5,17,0,3,4,43,0
2570,6,2,4,2,2,4,41,0
2571,4,1,3,0,3,2,25,1
2572,3,2,7,0,1,4,33,1
2573,1,3,4,0,0,0,36,0
2574,3,4,6,1,4,0,53,1
2575,1,2,8,1,4,1,31,1
2576,1,3,11,0,2,4,50,1
2577,6,2,8,2,3,1,51,1
2578,6,3,0,1,0,1,54,1
2579,5,2,9,1,5,4,30,0
2580,5,2,3,2,4,5,54,0
2581,6,4,9,0,4,3,53,0
2582,3,4,12,2,4,3,38,1
2583,1,5,4,0,0,4,29,1
2584,5,2,9,2,2,0,54,1
2585,5,3,1,1,1,1,38,0
2586,4,5,17,1,5,4,44,0
2587,6,6,2,1,4,1,36,0
2588,6,3,1,2,1,1,19,0
2589,5,5,10,0,3,3,36,1
2590,1,2,16,1,0,5,32,0
2591,3,1,3,1,5,0,25,0
2592,2,3,13,2,3,5,20,0
2593,6,5,7,1,0,0,35,0
2594,4,5,9,1,2,3,34,0
2595,6,5,10,0,5,0,23,0
2596,5,6,13,1,5,5,32,1
2597,2,4,15,0,5,4,37,0
2598,6,3,7,2,4,3,52,1
2599,6,4,1,2,1,5,26,0
2600,5,5,3,0,3,3,41,0
2601,5,3,1,2,0,0,20,0
2602,1,6,9,0,3,3,51,1
2603,4,3,6,2,5,3,27,1
2604,3,5,2,2,2,4,53,1
2605,4,1,1,0,5,4,48,1
2606,5,5,9,0,0,4,28,0
2607,3,4,1,0,3,1,51,0
2608,3,5,1,0,0,4,29,0
2609,6,6,17,1,5,3,47,0
2610,5,3,2,1,0,3,50,0
2611,4,4,3,1,5,4,20,1
2612,5,4,6,0,0,5,37,1
2613,4,4,9,1,3,5,35,1
2614,3,4,13,2,4,4,33,1
2615,6,4,13,2,1,4,24,0
2616,5,5,2,0,4,5,35,1
2617,5,1,9,2,0,5,25,0
2618,2,6,2,2,5,0,27,0
2619,3,5,6,2,0,1,23,1
2620,5,3,3,2,5,2,39,0
2621,3,4,6,0,2,0,38,0
2622,2,2,4,0,3,4,23,0
2623,2,2,9,0,1,5,27,0
2624,4,1,7,1,5,2,45,0
2625,1,2,2,1,1,1,31,0
2626,6,5,9,1,1,5,36,0
2627,6,1,4,2,3,0,20,0
2628,4,6,6,2,2,4,44,0
2629,6,3,6,1,3,4,29,1
2630,4,2,14,0,1,2,28,1
2631,6,5,2,1,0,4,19,1
2632,3,6,4,2,4,0,21,1
2633,5,1,3,0,5,1,32,1
2634,6,4,6,0,2,2,45,1
2635,6,2,9,0,0,3,33,1
2636,6,1,4,0,4,2,50,0
2637,5,3,1,1,5,0,27,0
2638,2,4,17,1,4,3,31,0
2639,3,2,15,2,0,0,47,0
2640,6,6,2,1,5,3,40,1
2641,3,5,13,2,3,2,52,1
2642,3,4,3,2,2,1,35,0
2643,4,2,9,0,3,3,48,1
2644,3,2,12,0,3,0,53,0
2645,5,6,9,0,4,0,24,0
2646,3,6,1,0,5,5,44,0
2647,5,2,9,1,2,0,30,1
2648,1,2,13,0,0,4,26,0
2649,2,3,9,0,0,1,39,1
2650,3,2,4,1,2,1,45,0
2651,5,6,4,0,1,0,40,1
2652,3,1,2,2,0,2,44,1
2653,1,5,17,0,3,2,24,1
2654,4,1,9,2,5,3,42,0
2655,5,6,3,0,2,2,22,1
2656,3,4,4,2,0,4,53,0
2657,6,4,2,0,3,4,30,0
2658,5,2,1,2,2,4,30,0
2659,3,2,1,1,1,2,41,0
2660,1,3,2,1,1,5,36,1
2661,4,6,6,1,0,3,32,1
2662,6,3,9,2,1,0,27,1
2663,1,6,8,0,5,1,51,1
2664,3,5,3,2,2,3,49,0
2665,6,1,2,0,4,4,45,1
2666,1,2,4,2,4,1,52,1
2667,4,2,2,1,2,4,46,0
2668,5,5,9,2,1,2,39,1
2669,1,5,7,1,4,0,49,1
2670,5,4,9,0,3,1,50,1
2671,4,1,16,2,1,5,44,1
2672,1,3,4,0,2,0,43,0
2673,6,3,1,1,4,4,41,0
2674,5,4,3,1,1,5,36,1
2675,1,4,8,0,1,5,42,1
2676,5,6,7,2,1,5,28,1
2677,6,1,0,0,5,1,23,0
2678,5,2,0,2,1,2,39,0
2679,4,1,6,1,0,0,31,1
2680,6,3,4,2,0,3,31,1
2681,6,5,15,2,3,1,40,1
2682,2,1,16,1,2,4,53,0
2683,5,2,9,1,4,0,21,1
2684,4,6,2,0,1,0,31,1
2685,6,5,9,1,5,4,33,0
2686,2,5,1,1,1,2,22,0
2687,2,4,10,0,2,3,25,0
2688,3,5,12,1,1,1,47,1
2689,5,5,4,2,3,1,34,0
2690,3,6,6,2,0,4,43,0
2691,3,5,13,2,2,5,53,0
2692,1,1,11,1,0,3,49,0
2693,5,6,0,2,0,1,29,0
2694,5,5,16,2,4,1,47,1
2695,6,2,1,1,1,1,54,1
2696,4,5,3,0,4,3,35,1
2697,1,6,12,1,3,0,24,1
2698,3,2,4,2,1,3,38,0
2699,3,5,3,1,3,4,34,0
2700,5,6,1,0,3,2,24,1
2701,3,3,9,0,4,0,26,0
2702,4,1,13,2,2,2,19,1
2703,2,3,13,2,2,0,38,1
2704,4,6,1,2,4,2,35,1
2705,1,6,8,0,3,5,33,0
2706,3,4,2,0,3,0,54,0
2707,2,4,1,1,4,3,52,0
2708,6,3,2,1,5,3,40,0
2709,2,3,15,1,3,0,40,0
2710,2,2,11,0,4,0,39,1
2711,4,2,9,0,0,4,32,0
2712,3,2,16,2,1,2,51,0
2713,1,2,16,1,3,3,39,0
2714,5,5,1,1,4,3,28,0
2715,4,2,1,1,2,0,25,0
2716,5,6,3,2,5,0,25,1
2717,5,3,7,0,2,5,45,1
2718,3,1,3,1,5,1,51,0
2719,1,6,12,2,2,2,50,0
2720,5,5,1,2,5,3,41,0
2721,1,5,8,2,2,3,21,1
2722,5,2,4,0,1,2,25,1
2723,1,6,9,2,3,1,38,0
2724,6,6,4,1,2,4,23,1
2725,3,3,11,0,5,5,30,1
2726,3,6,6,2,5,3,35,1
2727,2,5,10,1,1,3,21,0
2728,2,5,16,0,0,2,28,1
2729,2,5,5,0,4,3,51,1
2730,6,2,2,0,1,2,45,1
2731,2,3,3,2,3,0,46,0
2732,4,2,11,0,5,5,47,0
2733,1,5,3,0,0,1,49,1
2734,3,2,3,0,0,5,20,0
2735,1,5,4,2,0,4,20,1
2736,1,6,15,1,3,5,22,0
2737,5,6,2,2,5,0,34,1
2738,4,5,2,2,4,3,22,1
2739,4,1,2,2,0,1,36,1
2740,3,1,16,0,4,5,52,0
2741,1,6,13,0,3,4,44,0
2742,4,1,6,0,4,0,48,0
2743,4,1,12,2,5,4,23,1
2744,1,4,14,1,0,5,42,0
2745,4,5,5,0,0,3,41,0
2746,4,4,3,0,0,0,22,0
2747,1,5,14,2,3,4,20,1
2748,3,5,2,2,5,1,21,1
2749,4,1,4,0,0,4,44,0
2750,4,6,1,2,3,1,26,1
2751,5,5,2,0,4,4,22,0
2752,5,3,3,0,2,2,31,0
2753,5,6,6,1,3,2,20,0
2754,4,2,8,0,4,0,44,1
2755,5,5,7,0,1,2,21,1
2756,5,5,9,1,5,2,25,0
2757,1,1,17,0,1,2,49,0
2758,4,4,8,1,1,0,49,1
2759,5,6,1,2,2,5,39,0
2760,5,1,4,1,5,1,46,0
2761,5,5,3,0,2,5,21,0
2762,5,1,9,0,1,0,35,0
2763,5,6,3,2,3,2,32,0
2764,1,2,0,1,1,2,47,0
2765,3,2,14,0,1,2,40,0
2766,6,4,6,1,5,3,41,1
2767,3,3,9,2,2,3,35,0
2768,3,2,2,0,1,4,39,1
2769,4,6,9,2,0,3,30,1
2770,2,3,14,0,2,2,41,0
2771,6,1,12,1,0,1,39,0
2772,3,5,6,2,4,4,46,1
2773,3,5,11,2,2,4,52,1
2774,6,1,2,2,2,4,31,1
2775,5,6,6,1,0,4,38,1
2776,1,1,6,2,0,3,40,1
2777,1,3,12,0,4,0,47,0
2778,6,5,9,0,0,5,50,1
2779,6,6,2,0,3,1,39,0
2780,2,1,13,2,1,4,35,0
2781,4,4,7,0,5,4,32,1
2782,5,6,9,2,5,5,22,0
2783,3,2,8,0,1,1,37,0
2784,2,1,16,2,4,2,40,1
2785,3,5,17,2,2,0,40,0
2786,5,4,5,1,2,3,23,0
2787,4,2,16,1,0,1,24,1
2788,3,3,3,1,3,0,20,1
2789,4,3,13,0,5,2,43,0
2790,5,2,6,0,2,3,27,1
2791,5,4,8,2,5,1,22,1
2792,4,3,7,0,0,3,44,0
2793,1,5,17,2,4,4,47,1
2794,1,1,5,2,5,0,44,0
2795,1,6,4,2,3,5,24,0
2796,1,3,6,1,5,0,50,1
2797,2,6,0,0,5,3,37,1
2798,4,6,11,2,0,0,44,0
2799,3,4,7,0,3,5,24,0
2800,6,6,16,2,4,2,33,1
2801,5,2,1,0,1,1,46,1
2802,5,5,9,1,4,1,23,1
2803,1,3,1,2,4,4,42,0
2804,6,5,10,1,5,2,54,0
2805,6,1,4,1,1,2,19,0
2806,3,6,6,1,1,4,42,1
2807,2,2,3,2,3,2,26,0
2808,6,6,5,2,2,4,45,1
2809,1,1,4,0,2,0,35,1
2810,3,4,0,1,1,0,54,0
2811,1,6,1,1,0,3,38,0
2812,1,2,2,2,3,4,20,0
2813,2,6,13,2,0,5,22,1
2814,3,2,7,1,2,0,28,0
2815,1,6,1,1,4,0,48,1
2816,5,2,9,2,1,2,29,0
2817,5,4,17,2,5,0,29,0
2818,1,2,8,0,2,1,44,1
2819,4,5,1,0,1,1,43,0
2820,3,6,5,2,5,1,51,0
2821,1,6,1,1,4,2,21,1
2822,2,5,1,1,2,2,33,0
2823,2,1,14,2,1,5,49,1
2824,2,2,2,2,4,4,41,1
2825,1,4,10,1,5,3,41,1
2826,1,6,2,1,4,3,50,1
2827,6,2,12,0,4,1,24,1
2828,4,5,9,0,2,0,19,1
2829,5,4,2,2,4,4,41,1
2830,5,1,13,0,0,5,41,1
2831,2,2,11,2,4,4,22,1
2832,4,2,3,2,4,3,27,1
2833,1,2,7,0,3,0,36,0
2834,6,2,3,1,1,4,47,0
2835,4,5,0,2,3,1,37,0
2836,6,1,12,2,2,4,27,1
2837,2,4,7,0,5,2,20,1
2838,1,1,16,0,3,3,49,1
2839,2,1,6,2,1,1,43,0
2840,6,3,2,2,0,2,25,0
2841,4,3,6,1,2,0,30,0
2842,1,6,2,1,1,3,28,0
2843,3,6,2,2,4,5,51,0
2844,4,4,12,0,4,3,47,0
2845,6,1,4,1,4,4,50,0
2846,1,6,0,1,5,1,19,0
2847,4,3,7,1,1,5,48,1
2848,4,4,13,1,4,4,40,0
2849,2,2,14,0,2,3,21,1
2850,1,3,4,0,5,5,19,0
2851,6,1,1,2,1,0,37,0
2852,6,4,9,2,1,3,19,0
2853,2,1,7,1,0,2,26,0
2854,3,1,8,1,0,0,51,0
2855,2,2,13,0,3,5,37,1
2856,5,5,9,0,5,3,25,1
2857,1,6,1,1,0,2,23,0
2858,2,5,8,2,4,0,40,1
2859,4,2,16,0,0,4,37,0
2860,2,5,6,0,2,4,33,1
2861,1,5,14,1,1,4,20,0
2862,2,4,2,2,1,0,26,0
2863,3,5,3,1,5,3,44,1
2864,4,2,4,2,2,1,38,0
2865,4,6,9,1,0,2,52,0
2866,3,4,9,1,0,3,33,1
2867,3,3,11,0,2,5,31,0
2868,1,2,7,1,4,0,36,1
2869,1,6,6,2,3,2,48,1
2870,1,4,1,0,0,2,26,0
2871,2,4,8,1,5,1,35,0
2872,4,1,3,0,0,1,46,1
2873,4,2,11,0,2,1,51,1
2874,1,6,13,2,4,0,31,1
2875,4,1,0,2,1,2,21,0
2876,5,4,4,2,1,4,54,0
2877,3,3,1,1,4,1,19,0
2878,1,2,12,2,3,3,31,0
2879,4,2,3,2,0,1,42,0
2880,4,2,11,1,2,3,21,0
2881,2,4,4,0,4,1,54,1
2882,1,2,4,0,4,4,42,0
2883,6,3,3,2,5,3,52,1
2884,6,4,9,1,2,3,21,0
2885,6,5,4,0,4,3,35,0
2886,5,1,16,0,3,3,20,0
2887,3,3,1,2,5,2,20,1
2888,3,5,7,0,3,2,43,1
2889,2,5,0,0,2,2,44,0
2890,4,1,8,2,1,4,29,0
2891,5,4,1,0,2,4,20,0
2892,3,3,16,1,2,1,36,1
2893,1,1,4,1,0,5,46,0
2894,5,2,4,0,2,0,24,1
2895,4,5,9,2,0,0,27,0
2896,5,3,9,2,3,5,47,0
2897,4,2,8,0,5,5,34,1
2898,1,3,10,2,5,5,35,0
2899,2,1,1,1,0,4,46,0
2900,3,5,1,2,4,2,44,1
2901,6,6,6,0,2,5,54,0
2902,5,3,0,2,0,4,49,0
2903,3,6,9,2,3,0,54,1
2904,2,3,7,1,0,4,34,0
2905,2,3,7,2,5,0,50,1
2906,6,5,3,1,2,4,19,0
2907,2,3,4,1,1,0,41,1
2908,2,5,9,2,2,2,44,1
2909,1,1,2,2,1,1,30,1
2910,1,2,0,1,1,0,44,0
2911,5,3,16,1,5,4,51,1
2912,5,4,2,1,5,4,25,1
2913,4,3,6,2,0,3,20,0
2914,1,3,10,2,5,0,30,1
2915,3,1,14,1,0,3,27,0
2916,6,4,4,0,3,4,22,0
2917,4,2,2,1,3,5,42,1
2918,3,3,5,0,2,3,48,0
2919,1,2,9,2,0,3,43,0
2920,4,1,2,2,1,0,29,1
2921,3,1,1,2,1,4,44,0
2922,1,2,1,2,4,1,32,0
2923,3,2,7,1,4,0,42,1
2924,6,2,8,0,5,1,37,1
2925,1,4,14,0,0,0,23,0
2926,6,4,6,0,1,3,37,0
2927,3,4,1,2,1,2,39,0
2928,6,5,2,0,2,0,27,0
2929,1,4,10,1,4,2,28,0
2930,1,1,16,1,2,3,28,0
2931,2,4,2,1,0,5,39,0
2932,5,3,16,2,0,4,48,0
2933,4,4,6,0,5,1,54,1
2934,5,5,15,2,5,0,26,0
2935,6,5,3,1,4,2,26,1
2936,6,5,4,2,5,3,43,1
2937,2,4,16,2,0,5,19,1
2938,6,2,9,0,0,5,35,1
2939,5,5,0,0,2,2,35,0
2940,2,4,7,1,5,1,41,0
2941,6,3,1,0,5,1,35,0
2942,3,3,8,2,5,1,21,0
2943,6,5,8,0,3,3,50,0
2944,4,5,3,2,5,3,22,1
2945,4,3,1,2,0,4,27,1
2946,6,1,8,0,2,4,20,0
2947,6,4,4,0,2,2,45,1
2948,5,4,14,0,2,4,31,0
2949,6,4,6,0,3,5,23,0
2950,3,4,2,2,1,5,51,1
2951,2,6,2,2,3,5,31,0
2952,4,5,8,0,5,5,21,0
2953,5,6,2,2,1,2,52,0
2954,5,3,3,2,0,2,38,1
2955,4,2,14,0,0,4,39,0
2956,4,5,13,1,5,0,35,1
2957,2,2,1,1,3,3,27,1
2958,6,4,1,2,4,2,42,0
2959,6,5,9,0,0,3,53,0
2960,5,1,15,1,1,1,49,0
2961,1,3,2,2,4,1,31,0
2962,1,3,10,0,2,4,35,0
2963,3,3,0,2,1,1,27,0
2964,3,2,11,2,2,5,25,1
2965,6,2,6,1,2,3,48,1
2966,2,3,6,2,3,3,32,1
2967,6,3,1,0,1,5,50,1
2968,6,5,3,1,2,5,46,0
2969,4,3,12,2,3,0,48,1
2970,4,3,2,0,0,5,19,0
2971,1,3,7,2,2,5,45,1
2972,3,5,1,1,2,0,54,1
2973,1,4,8,0,2,2,40,1
2974,5,3,1,2,1,5,44,1
2975,1,2,6,0,4,2,42,0
2976,1,5,2,0,5,2,47,0
2977,2,4,9,0,5,5,54,1
2978,6,4,2,2,0,2,40,0
2979,4,1,3,1,0,4,52,0
2980,3,1,8,2,3,4,26,0
2981,6,3,8,1,4,5,42,1
2982,1,4,17,2,2,3,23,0
2983,2,3,15,2,4,2,21,0
2984,4,2,2,2,4,4,25,1
2985,2,4,16,0,1,1,42,0
2986,5,1,8,1,2,5,20,0
2987,1,1,9,2,0,3,24,0
2988,1,3,1,1,3,5,24,0
2989,4,4,6,1,0,2,26,1
2990,4,5,12,0,0,2,32,0
2991,1,6,10,0,1,0,25,0
2992,6,1,8,2,5,5,40,1
2993,1,2,6,2,1,2,44,0
2994,5,5,9,0,4,2,54,1
2995,1,1,11,2,4,3,23,1
2996,2,5,9,0,0,4,22,1
2997,6,2,3,1,0,1,35,1
2998,3,3,16,1,0,2,34,0
2999,2,4,9,0,2,1,36,0
3000,1,4,6,0,4,0,25,0
3001,6,4,9,1,2,5,21,1
3002,6,2,14,0,1,2,53,1
3003,1,4,2,0,5,3,40,0
3004,6,1,4,0,1,5,30,1
3005,2,6,3,0,3,3,47,1
3006,4,2,3,2,4,4,19,1
3007,6,5,2,0,3,4,41,1
3008,2,6,1,1,4,3,50,0
3009,1,1,4,1,0,3,52,0
3010,3,1,15,0,5,2,30,0
3011,4,5,12,2,5,3,28,0
3012,3,2,4,0,0,0,19,1
3013,6,1,13,2,1,3,46,1
3014,1,5,17,2,4,1,32,0
3015,2,3,9,0,4,0,35,0
3016,1,3,3,0,5,2,54,0
3017,2,1,6,1,2,0,44,1
3018,5,4,5,0,2,2,19,0
3019,2,2,1,2,4,5,43,0
3020,3,1,14,0,2,3,43,0
3021,1,5,3,1,1,2,36,0
3022,5,5,9,2,4,1,36,0
3023,1,3,1,1,3,5,19,1
3024,6,2,1,0,2,3,48,1
3025,5,6,4,1,5,2,21,1
3026,1,4,5,2,5,5,41,0
3027,5,6,3,1,5,1,21,0
3028,6,5,2,2,5,5,29,0
3029,2,3,7,1,0,0,31,0
3030,5,3,12,2,0,5,41,1
3031,2,4,13,1,4,1,44,1
3032,2,5,2,0,3,1,20,1
3033,2,6,7,1,3,0,20,0
3034,4,2,12,2,2,5,31,1
3035,2,6,0,1,0,3,28,1
3036,6,3,4,0,1,3,45,1
3037,4,4,15,1,2,2,42,0
3038,3,2,3,2,4,5,34,0
3039,3,2,2,1,1,2,32,1
3040,6,5,8,1,2,5,45,1
3041,1,4,6,2,5,4,51,0
3042,6,2,10,1,5,5,44,1
3043,3,1,2,1,0,0,37,1
3044,6,6,12,2,3,0,50,0
3045,1,1,9,0,4,2,48,0
3046,2,6,2,1,3,4,31,1
3047,2,5,9,0,0,2,53,0
3048,3,2,5,1,5,1,32,0
3049,4,5,3,0,5,0,41,0
3050,3,5,2,0,4,4,25,1
3051,2,5,7,0,5,2,52,1
3052,1,3,3,1,1,3,53,1
3053,1,6,0,0,5,4,44,0
3054,3,2,9,0,3,5,28,1
3055,1,6,2,1,1,5,22,0
3056,4,5,0,2,1,5,51,0
3057,3,1,4,2,4,2,54,1
3058,6,6,7,1,2,4,43,0
3059,2,3,3,2,5,3,45,1
3060,1,4,1,0,5,0,31,0
3061,6,1,14,0,2,1,44,1
